recordID,year,decimalLatitude,decimalLongitude,locality,predatorScientificName,predatorAphiaID,predatorCommonName,breedingStatus,preyScientificName,preyAphiaID,frequencyOfOccurrence,sampleSize,referenceID
1242,1986,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.17,72.0,REF080
1243,1987,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Ammodytes marinus,126751,0.18,22.0,REF080
1244,1987,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.0,22.0,REF080
1245,1987,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Merlangius merlangus,126438,0.09,22.0,REF080
1246,1987,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.73,22.0,REF080
1247,1988,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Ammodytes marinus,126751,0.48,64.0,REF080
1248,1988,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.11,64.0,REF080
1249,1988,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Merlangius merlangus,126438,0.13,64.0,REF080
1250,1988,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.28,64.0,REF080
1251,1989,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Ammodytes marinus,126751,0.16,74.0,REF080
1252,1989,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.18,74.0,REF080
1253,1989,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Merlangius merlangus,126438,0.31,74.0,REF080
1254,1989,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.35,74.0,REF080
1255,1990,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Ammodytes marinus,126751,0.32,72.0,REF080
1256,1990,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.09,72.0,REF080
1257,1990,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Merlangius merlangus,126438,0.28,72.0,REF080
1258,1990,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.31,72.0,REF080
1259,1991,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Ammodytes marinus,126751,0.32,106.0,REF080
1260,1991,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.13,106.0,REF080
1261,1991,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Merlangius merlangus,126438,0.2,106.0,REF080
1262,1991,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.35,106.0,REF080
1263,1992,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Ammodytes marinus,126751,0.01,77.0,REF080
1264,1992,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.03,77.0,REF080
1265,1992,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Merlangius merlangus,126438,0.1,77.0,REF080
1266,1992,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.86,77.0,REF080
1267,1993,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Ammodytes marinus,126751,0.16,76.0,REF080
1268,1993,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.04,76.0,REF080
1269,1993,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Merlangius merlangus,126438,0.32,76.0,REF080
1270,1993,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.49,76.0,REF080
1271,1994,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Ammodytes marinus,126751,0.18,66.0,REF080
1272,1994,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.02,66.0,REF080
1273,1994,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Merlangius merlangus,126438,0.06,66.0,REF080
1274,1994,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.74,66.0,REF080
1275,1995,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Ammodytes marinus,126751,0.1,87.0,REF080
1276,1995,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.01,87.0,REF080
1277,1995,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Merlangius merlangus,126438,0.17,87.0,REF080
1278,1995,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.71,87.0,REF080
1279,1996,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Ammodytes marinus,126751,0.14,78.0,REF080
1280,1996,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.05,78.0,REF080
1281,1996,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Merlangius merlangus,126438,0.1,78.0,REF080
1282,1996,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.71,78.0,REF080
1283,1997,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Ammodytes marinus,126751,0.07,27.0,REF080
1284,1997,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.0,27.0,REF080
1285,1997,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Merlangius merlangus,126438,0.07,27.0,REF080
1286,1997,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.85,27.0,REF080
1287,1998,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Ammodytes marinus,126751,0.2,81.0,REF080
1288,1998,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.05,81.0,REF080
1289,1998,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Merlangius merlangus,126438,0.4,81.0,REF080
1290,1998,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.36,81.0,REF080
1291,1999,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Ammodytes marinus,126751,0.13,76.0,REF080
1292,1999,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.01,76.0,REF080
1293,1999,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Merlangius merlangus,126438,0.16,76.0,REF080
1294,1999,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.7,76.0,REF080
1295,2000,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Ammodytes marinus,126751,0.21,89.0,REF080
1296,2000,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.02,89.0,REF080
1297,2000,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Merlangius merlangus,126438,0.26,89.0,REF080
1298,2000,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.49,89.0,REF080
1299,2001,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Ammodytes marinus,126751,0.27,113.0,REF080
1300,2001,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.1,113.0,REF080
1301,2001,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Merlangius merlangus,126438,0.12,113.0,REF080
1302,2001,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.52,113.0,REF080
1303,2002,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Ammodytes marinus,126751,0.08,24.0,REF080
1304,2002,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.0,24.0,REF080
1305,2002,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Merlangius merlangus,126438,0.25,24.0,REF080
1306,2002,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.67,24.0,REF080
1307,2003,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Ammodytes marinus,126751,0.09,56.0,REF080
1308,2003,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.02,56.0,REF080
1309,2003,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Merlangius merlangus,126438,0.39,56.0,REF080
1310,2003,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.5,56.0,REF080
1311,2004,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Ammodytes marinus,126751,0.19,119.0,REF080
1312,2004,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.01,119.0,REF080
1313,2004,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Merlangius merlangus,126438,0.45,119.0,REF080
1314,2004,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.35,119.0,REF080
1315,2005,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Ammodytes marinus,126751,0.64,11.0,REF080
1316,2005,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.0,11.0,REF080
1317,2005,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Merlangius merlangus,126438,0.18,11.0,REF080
1318,2005,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.18,11.0,REF080
1319,2006,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Ammodytes marinus,126751,0.4,40.0,REF080
1320,2006,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.41,40.0,REF080
1321,2006,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Merlangius merlangus,126438,0.13,40.0,REF080
1322,2006,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.08,40.0,REF080
1323,2007,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Ammodytes marinus,126751,0.47,19.0,REF080
1324,2007,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.32,19.0,REF080
1325,2007,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Merlangius merlangus,126438,0.16,19.0,REF080
1326,2007,57.05,-6.53,Canna,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.05,19.0,REF080
1327,1988,55.26,-5.63,Clyde Front,Uria aalge,137133,Common guillemot,breeding,Crystallogobius linearis,126878,0.2,5.0,REF025
1328,1988,55.26,-5.63,Clyde Front,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.2,5.0,REF025
1329,1988,55.26,-5.63,Clyde Front,Uria aalge,137133,Common guillemot,breeding,Actinopterygii,10194,1.0,5.0,REF025
1330,1988,55.26,-5.63,Clyde Front,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.2,5.0,REF025
1331,1973,52.17,-9.75,Co. Kerry,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.7,50.0,REF030
1332,1973,52.17,-9.75,Co. Kerry,Uria aalge,137133,Common guillemot,breeding,Clupeidae,125464,0.28,50.0,REF030
1333,1973,52.17,-9.75,Co. Kerry,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.02,50.0,REF030
1334,2009,56.08,-6.25,Colonsay,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.97,35.0,REF001
1335,2009,56.08,-6.25,Colonsay,Uria aalge,137133,Common guillemot,breeding,Clupeidae,125464,0.03,35.0,REF001
1336,2009,56.08,-6.25,Colonsay,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.0,35.0,REF001
1337,2009,56.08,-6.25,Colonsay,Uria aalge,137133,Common guillemot,breeding,Actinopterygii,10194,0.0,35.0,REF001
1338,2009,58.63,-3.03,Duncansby,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.55,22.0,REF001
1339,2009,58.63,-3.03,Duncansby,Uria aalge,137133,Common guillemot,breeding,Clupeidae,125464,0.23,22.0,REF001
1340,2009,58.63,-3.03,Duncansby,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.09,22.0,REF001
1341,2009,58.63,-3.03,Duncansby,Uria aalge,137133,Common guillemot,breeding,Actinopterygii,10194,0.14,22.0,REF001
1343,1983,52.5,1.0,East Anglia,Uria aalge,137133,Common guillemot,breeding,Hyperoplus lanceolatus,126756,0.0,80.0,REF004
1344,1983,52.5,1.0,East Anglia,Uria aalge,137133,Common guillemot,breeding,Clupea harengus,126417,0.05,80.0,REF004
1346,1983,52.5,1.0,East Anglia,Uria aalge,137133,Common guillemot,breeding,Crustacea,1066,0.0,80.0,REF004
1348,1983,52.5,1.0,East Anglia,Uria aalge,137133,Common guillemot,breeding,Gobius,125988,0.113,80.0,REF004
1349,1983,52.5,1.0,East Anglia,Uria aalge,137133,Common guillemot,breeding,Maurolicus muelleri,127312,0.0,80.0,REF004
1350,1983,52.5,1.0,East Anglia,Uria aalge,137133,Common guillemot,breeding,Merlangius merlangus,126438,0.038,80.0,REF004
1351,1983,52.5,1.0,East Anglia,Uria aalge,137133,Common guillemot,breeding,Pollachius virens,126441,0.0,80.0,REF004
1352,1983,52.5,1.0,East Anglia,Uria aalge,137133,Common guillemot,breeding,Polychaeta,883,0.005,80.0,REF004
1353,1983,52.5,1.0,East Anglia,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.8,80.0,REF004
1354,1983,52.5,1.0,East Anglia,Uria aalge,137133,Common guillemot,breeding,Trisopterus minutus,126446,0.05,80.0,REF004
1355,1980,59.56,-1.63,Fair Isle,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.97,39.0,REF006
1356,1980,59.56,-1.63,Fair Isle,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.03,39.0,REF006
1357,1984,59.56,-1.63,Fair Isle,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,1.0,345.0,REF030
1358,1986,59.56,-1.63,Fair Isle,Uria aalge,137133,Common guillemot,breeding,Clupea harengus,126417,0.04,47.0,REF029
1359,1987,59.56,-1.63,Fair Isle,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,1.0,30.0,REF029
1360,1987,59.56,-1.63,Fair Isle,Uria aalge,137133,Common guillemot,breeding,Clupea harengus,126417,0.0,30.0,REF029
1361,1988,59.56,-1.63,Fair Isle,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.987,303.0,REF040
1362,1988,59.56,-1.63,Fair Isle,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.007,303.0,REF040
1363,1988,59.56,-1.63,Fair Isle,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.007,303.0,REF040
1364,1988,59.56,-1.63,Fair Isle,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.99,89.0,REF029
1365,1988,59.56,-1.63,Fair Isle,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.01,89.0,REF029
1366,1991,59.56,-1.63,Fair Isle,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.9,,REF099
1367,1991,59.56,-1.63,Fair Isle,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.3,,REF099
1368,1991,59.56,-1.63,Fair Isle,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.6,,REF099
1369,1991,59.56,-1.63,Fair Isle,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.1,,REF099
1370,2009,59.56,-1.63,Fair Isle,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.5,446.0,REF001
1371,2009,59.56,-1.63,Fair Isle,Uria aalge,137133,Common guillemot,breeding,Clupeidae,125464,0.07,446.0,REF001
1372,2009,59.56,-1.63,Fair Isle,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.35,446.0,REF001
1373,2009,59.56,-1.63,Fair Isle,Uria aalge,137133,Common guillemot,breeding,Actinopterygii,10194,0.08,446.0,REF001
1378,1983,56.12,-2.69,Firth of Forth,Uria aalge,137133,Common guillemot,non-breeding,Ammodytidae,125516,0.695,98.0,REF007
1379,1983,56.12,-2.69,Firth of Forth,Uria aalge,137133,Common guillemot,non-breeding,Cephalopoda,11707,0.0,98.0,REF007
1380,1983,56.12,-2.69,Firth of Forth,Uria aalge,137133,Common guillemot,non-breeding,Clupeidae,125464,0.335,98.0,REF007
1381,1983,56.12,-2.69,Firth of Forth,Uria aalge,137133,Common guillemot,non-breeding,Crustacea,1066,0.0,98.0,REF007
1382,1983,56.12,-2.69,Firth of Forth,Uria aalge,137133,Common guillemot,non-breeding,Gadidae,125469,0.267,98.0,REF007
1383,1983,56.12,-2.69,Firth of Forth,Uria aalge,137133,Common guillemot,non-breeding,Gobiidae,125537,0.126,98.0,REF007
1384,1983,56.12,-2.69,Firth of Forth,Uria aalge,137133,Common guillemot,non-breeding,Polychaeta,883,0.006,98.0,REF007
1385,1976,60.13,-2.06,Foula,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,1.0,74.0,REF030
1386,2009,59.37,-2.88,Fowl Craig,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.92,13.0,REF001
1387,2009,59.37,-2.88,Fowl Craig,Uria aalge,137133,Common guillemot,breeding,Clupeidae,125464,0.08,13.0,REF001
1388,2009,59.37,-2.88,Fowl Craig,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.0,13.0,REF001
1389,2009,59.37,-2.88,Fowl Craig,Uria aalge,137133,Common guillemot,breeding,Actinopterygii,10194,0.0,13.0,REF001
1390,2009,56.92,-2.2,Fowlsheugh,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.6,1675.0,REF001
1391,2009,56.92,-2.2,Fowlsheugh,Uria aalge,137133,Common guillemot,breeding,Clupeidae,125464,0.27,1675.0,REF001
1392,2009,56.92,-2.2,Fowlsheugh,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.13,1675.0,REF001
1393,2009,56.92,-2.2,Fowlsheugh,Uria aalge,137133,Common guillemot,breeding,Actinopterygii,10194,0.0,1675.0,REF001
1394,2009,58.95,-2.71,Gultack,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,1.0,4.0,REF001
1395,2009,58.95,-2.71,Gultack,Uria aalge,137133,Common guillemot,breeding,Clupeidae,125464,0.0,4.0,REF001
1396,2009,58.95,-2.71,Gultack,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.0,4.0,REF001
1397,2009,58.95,-2.71,Gultack,Uria aalge,137133,Common guillemot,breeding,Actinopterygii,10194,0.0,4.0,REF001
1398,2009,58.38,-5.19,Handa Island,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.9,52.0,REF001
1399,2009,58.38,-5.19,Handa Island,Uria aalge,137133,Common guillemot,breeding,Clupeidae,125464,0.08,52.0,REF001
1400,2009,58.38,-5.19,Handa Island,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.02,52.0,REF001
1401,2009,58.38,-5.19,Handa Island,Uria aalge,137133,Common guillemot,breeding,Actinopterygii,10194,0.0,52.0,REF001
1402,1981,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.58,90.0,REF030
1403,1981,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.01,90.0,REF030
1404,1981,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.001,529.0,REF030
1405,1981,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Scomber scombrus,127023,0.004,529.0,REF030
1406,1981,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.41,90.0,REF030
1407,1981,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Triglidae,125598,0.001,1071.0,REF030
1408,1982,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.89,529.0,REF030
1409,1982,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Clupea harengus,126417,0.01,529.0,REF030
1410,1982,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Clupeidae,125464,0.026,529.0,REF030
1411,1982,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Gaidropsarus,125743,0.0,529.0,REF030
1412,1982,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Actinopterygii,10194,0.001,529.0,REF030
1413,1982,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Pollachius virens,126441,0.0,529.0,REF030
1414,1982,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.07,529.0,REF030
1415,1983,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.75,1071.0,REF031
1416,1983,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Clupea harengus,126417,0.01,1071.0,REF031
1417,1983,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Gaidropsarus,125743,0.0,1071.0,REF031
1418,1983,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Actinopterygii,10194,0.001,1071.0,REF031
1419,1983,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Pollachius virens,126441,0.0,1071.0,REF031
1420,1983,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.23,1071.0,REF031
1421,1984,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.86,1304.0,REF031
1422,1984,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Clupea harengus,126417,0.01,1304.0,REF031
1423,1984,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Gaidropsarus,125743,0.0,1304.0,REF031
1424,1984,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Actinopterygii,10194,0.001,1304.0,REF031
1425,1984,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Pollachius virens,126441,0.0,1304.0,REF031
1426,1984,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Sprattus sprattus,126425,0.13,1304.0,REF031
1429,1985,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.0,,REF017
1432,1986,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.910881801,,REF017
1433,1986,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Clupeidae,125464,0.089118199,,REF017
1434,1986,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.0,,REF017
1437,1987,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.81509434,,REF017
1438,1987,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Clupeidae,125464,0.18490566,,REF017
1439,1987,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.0,,REF017
1442,1988,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.571186441,,REF017
1443,1988,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Clupeidae,125464,0.425423729,,REF017
1444,1988,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.003,,REF017
1447,1989,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.885,,REF017
1448,1989,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Clupeidae,125464,0.111,,REF017
1449,1989,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.004,,REF017
1452,1990,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.607,,REF017
1453,1990,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Clupeidae,125464,0.387,,REF017
1454,1990,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.0,,REF017
1457,1991,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.755,,REF017
1458,1991,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Clupeidae,125464,0.245,,REF017
1459,1991,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.0,,REF017
1462,1992,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.582417582,,REF017
1463,1992,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Clupeidae,125464,0.413,,REF017
1464,1992,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.005,,REF017
1467,1993,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.227340267,,REF017
1468,1993,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Clupeidae,125464,0.773,,REF017
1469,1993,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.0,,REF017
1472,1994,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.183193277,,REF017
1473,1994,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Clupeidae,125464,0.817,,REF017
1474,1994,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.0,,REF017
1477,1995,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.684100418,,REF017
1478,1995,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Clupeidae,125464,0.312,,REF017
1479,1995,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.004,,REF017
1482,1996,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.443123939,,REF017
1483,1996,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Clupeidae,125464,0.557,,REF017
1484,1996,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.0,,REF017
1487,1997,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.862663496,,REF017
1488,1997,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Clupeidae,125464,0.137,,REF017
1489,1997,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Gadidae,125469,0.0,,REF017
1492,1998,56.19,-2.56,Isle of May,Uria aalge,137133,Common guillemot,breeding,Ammodytidae,125516,0.260934025,,REF017
